'44',,'en',,'23-04-2018 11:02:57','23-04-2018 10:59:44',,'M','66','YR1','EXP','SZ1',,'5','4','5','5','3','1','0','0','0','0','0','0','0','0','0','0','4','4','3','4',,,,,,'0','0','0','0','0','0','0','0',,'0','1','1','1','0','0','0',,'4',,'0','1','0','0',,'4','4','2','4','2','2','4','2','4',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'17','19-04-2018 16:55:44','en',,'19-04-2018 16:55:44','19-04-2018 16:48:49','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','169','YR5','OTR',,'accelerator physics','5','5','5','4','4','1','0','0','0','1','0','0','0','0','0','0','4','4','5','3',,,,,,'0','0','0','0','0','1','0','0',,'0','0','0','0','0','0','0',,'3',,'1','1','0','0',,'4','5','4','5','5','5','5','5','3','4','5','2','2',,,,,'2','5','2','2','3','3','2','1','2',,,,,'7','7','7','3','1','6','5','4','3','6','5','4','4','5','5','5','3'
'18',,'en',,'19-04-2018 19:18:42','19-04-2018 19:18:01','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','83','YR2','EXP','SZ1',,,,,,,'0','0','0','0','0','0','0','0','0','0','0',,,,,,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'19','19-04-2018 19:30:00','en',,'19-04-2018 19:30:00','19-04-2018 19:23:27','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','157','YR1','EXP','SZ1',,'5','5','5','4','4','0','0','0','0','1','0','0','0','0','0','0','3','4','3','4',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','1','0','0',,'2',,'1','1','0','0',,'2','5','2','4','5','5','5','3','5','3','5','3','1','2','5','2','2',,,,,'2','2','2','2','2',,,,,'1','1','1','2','1','7','5','4','3','4','6','4','6','5','4','4','3'
'20','19-04-2018 19:40:12','en',,'19-04-2018 19:40:12','19-04-2018 19:34:37','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','66','YR3','EXP','SZ1',,'5','5','5','5','4','1','0','0','1','0','0','0','0','0','0','0','3','4','4','5',,,,,,'0','0','0','0','0','0','0','0',,'0','1','1','1','0','0','0',,'2',,'1','1','0','0',,'5','5','1','4','5','4','4','4','4','5','5','1','1','2','4','4','4',,,,,'4','5','4','4','4',,,,,'1','2','1','3','1','5','5','5','5','5','6','5','3','5','5','5','4'
'21','19-04-2018 19:42:35','en',,'19-04-2018 19:42:35','19-04-2018 19:36:01','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','F','188','YR1','EXP','SZ1',,'5','5','5','5','3','0','0','1','0','0','0','0','0','0','0','0','4','4','5','5',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','1','0','0',,'3',,'1','1','0','0',,'2','5','4','4','4','4','2','5','5','4','5','3','2','4','4','3','4',,,,,'5','5','4','4','5',,,,,'1','2','2','2','2','2','5','5','4','4','6','4','5','5','5','5','5'
'22','19-04-2018 19:58:24','en',,'19-04-2018 19:58:24','19-04-2018 19:42:36','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','F','36','YR1','EXP','SZ1',,'5','3','4','5','4','1','0','0','0','1','0','0','0','0','0','0','5','2','3','3',,,,,,'0','0','0','0','0','0','0','0',,'0','0','1','0','0','0','0',,'4',,'0','0','1','0',,'4','3','4','5','5','5','4','5','5','3','5','1','2','3','2','3','4',,,,,'2','2','4','4','3',,,,,'2','3','2','2','1','7','4','5','3','5','6','5','6','5','5','5','2'
'23','19-04-2018 20:36:02','en',,'19-04-2018 20:36:02','19-04-2018 20:30:10','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','161','YR3','EXP','SZ1',,'4','4','3','5','4','0','1','0','0','0','0','0','0','0','0','0','4','2','3','1',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','1','0','0',,'3',,'0','1','0','0',,'4','1','4','4','3','4','3','5','5','4','5','2','5','2','4','1','2',,,,,'2','2','3','5','3',,,,,'1','1','1','1','1','1','4','5','3','5','6','4','5','5','5','5','5'
'24',,'en',,'19-04-2018 20:48:04','19-04-2018 20:33:16','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','188','YR2','EXP','SZ1',,'5','4','5','4','3','0','0','1','0','0','0','0','0','0','0','0','5','3','5','2',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'25','19-04-2018 21:22:13','en',,'19-04-2018 21:22:13','19-04-2018 21:15:14','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','NA','188','YR1','EXP','SZ1',,'5','5','5','5','4','1','1','1','1','0','0','0','0','0','0','0','5','5','5','4',,,,,,'0','0','0','0','0','0','0','0',,'0','1','0','0','0','0','0',,'4',,'1','1','0','0',,'1','2','2','4','4','5','4','2','3','2','5','1','1','4','1','5','5',,,,,'5','5','5','4','5',,,,,'1','3','2','1','1','1','5','4','3','4','3','3','5','2','5','5','3'
'26',,'en',,'19-04-2018 21:19:24','19-04-2018 21:18:12','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','186','YR1','TH',,,'5','5','5','2','2','0','0','0','0','0','0','0','0','0','0','0',,,,,,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'27','19-04-2018 21:48:13','en',,'19-04-2018 21:48:13','19-04-2018 21:42:39','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','F','17','YR2','EXP','SZ1',,'5','5','5','5','3','1','0','0','0','0','0','0','0','0','0','0','5','5','5','2',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','1','0','0','0',,'4',,'1','0','0','0',,'1','5','4','5','5','5','5','5','5','3','5','1','1','3','5','3','5',,,,,'4','3','4','4','3',,,,,'1','1','1','3','1','7','4','4','5','5','6','5','6','3','3','5','5'
'28','19-04-2018 22:54:18','en',,'19-04-2018 22:54:18','19-04-2018 22:40:05','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','66','YR1','EXP','SZ1',,'5','5','3','5','4','1','0','0','0','0','0','0','0','0','0','0','2','2','4','4',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','1','0','0',,'2',,'0','1','0','0',,'4','4','2','4','5','4','4','5','5','2','4','4','4','2','4','1','2',,,,,'1','1','1','3','1',,,,,'2','2','1','1','1','2','5','4','2','3','3','5','4','4','5','5','3'
'29',,'en',,'20-04-2018 02:22:59','20-04-2018 02:21:50','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','35','YR1','EXP','SZ1',,,,,,,'0','0','0','0','0','0','0','0','0','0','0',,,,,,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'30',,'en',,'20-04-2018 05:03:08','20-04-2018 05:03:08','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en',,,,,,,,,,,,'0','0','0','0','0','0','0','0','0','0','0',,,,,,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'31','20-04-2018 08:19:02','en',,'20-04-2018 08:19:02','20-04-2018 08:14:45','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','84','YR3','TH',,,'3','3','3','1','1','0','0','0','0','0','0','0','0','0','0','1',,,,,'3','3','3','3','3','0','1','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,'1',,'0','0','1','0',,'3','3','3','3','3','3','3','3','3','5','3','5','5',,,,,'3','3','3','3',,,,,,'3','3','3',,'7','7','7','7','7','7','6','6','6','6','6','6','6','3','3','3','3'
'32',,'en',,'23-04-2018 11:19:43','20-04-2018 08:17:14','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','F','84','YR1','EXP','SZ1',,'5','4','5','5','5','0','0','0','0','0','0','0','0','0','0','0',,,,,,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'33','20-04-2018 10:31:05','en',,'20-04-2018 10:31:05','20-04-2018 10:10:50','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','169','YR1','EXP','SZ1',,'5','5','5','5','2','0','0','0','0','1','0','0','0','0','0','0','3','4','1','5',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','1','0','0','0',,'3',,'0','0','1','0',,'5','5','5','5','5','5','5','5','5','5','5','5','1','5','5','5','5',,,,,'1','5','5','5','1',,,,,'1','7','1','7','1','7','5','1','1','6','6','4','6','5','5','5','5'
'34',,'en',,'20-04-2018 10:41:36','20-04-2018 10:41:27','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en',,,,,,,,,,,,'0','0','0','0','0','0','0','0','0','0','0',,,,,,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'35',,'en',,'20-04-2018 10:54:25','20-04-2018 10:54:16','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en',,,,,,,,,,,,'0','0','0','0','0','0','0','0','0','0','0',,,,,,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'36','20-04-2018 13:19:52','en',,'20-04-2018 13:19:52','20-04-2018 13:08:47','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','F','186','YR1','EXP','SZ1',,'5','5','5','5','3','0','0','0','0','1','0','0','0','0','0','0','5','5','4','5',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','1','0','0','0',,'2',,'1','1','0','0',,'1','3','2','4','5','5','5','2','1','2','4','2','2','3','4','3','4',,,,,'4','5','3','3','2',,,,,'1','6','2','2','2','7','5','3','2','4','2','4','6','5','5','5','4'
'37',,'en',,'20-04-2018 13:21:35','20-04-2018 13:21:35','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en',,,,,,,,,,,,'0','0','0','0','0','0','0','0','0','0','0',,,,,,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'38',,'en',,'20-04-2018 15:25:56','20-04-2018 15:21:48','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','F','7','YR2','EXP','SZ1',,'5','5','4','2','1','1','0','0','0','0','0','0','0','0','0','0','4','4','3','5',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'39','20-04-2018 17:13:37','en',,'20-04-2018 17:13:37','20-04-2018 16:58:43','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','M','121','YR2','EXP','SZ1',,'5','5','5','5','5','1','1','0','0','0','0','0','0','0','0','0','5','5','5','2',,,,,,'0','0','0','0','0','0','0','0',,'0','0','1','1','0','0','0',,'3',,'1','1','0','0',,'4','5','3','5','3','4','5','3','1','3','5','1','2','4','2','4','5',,,,,'5','5','4','4','5',,,,'If we are being honest, the only justification against open data is selfish advantage. For the progress of the field, researchers should always default to open data unless there are other extenuating factors. Just look at the revolution brought about by open source software!','1','2','2','2','1','1','5','2','4','3','6','4','4','3','5','5','5'
'40','20-04-2018 17:22:49','en',,'20-04-2018 17:22:49','20-04-2018 17:16:00','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','F','188','YR2','EXP','SZ1',,'5','5','5','3','1','1','0','0','0','0','0','0','0','0','0','0','4','4','1','5',,,,,,'0','0','0','0','0','0','0','0',,'0','0','1','0','0','0','0',,'2',,'1','1','0','0',,'5','4','4','4','3','4','4','4','4','2','5','4','5','1','5','4','3',,,,,'4','2','2','4','4',,,,,'2','3','1','3','1','7','3','3','3','2','6','3','6','5','4','5','5'
'41','22-04-2018 20:01:26','en',,'22-04-2018 20:01:26','22-04-2018 19:52:29','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','NA','188','YR5','TH',,,'5','5','5','5','5','0','0','0','0','0','1','1','0','0','1','0',,,,,'5','5','5','4','2','0','1','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,'1',,'1','1','0','0',,'3','4','1','3','5','5','5','4','4','2','5','1','1',,,,,'4','2','5','4',,,,,,'5','4','5',,'6','7','4','6','3','7','3','6','4','6','6','1','6','4','5','5','4'
'42','23-04-2018 08:20:50','en',,'23-04-2018 08:20:50','23-04-2018 08:07:32',,'M','62','YR1','EXP','SZ1',,'5','4','5','4','3','1','1','0','0','0','0','0','0','0','0','0','4','1','3','5',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','1','1','0','0',,'3',,'1','1','0','0',,'2','5','3','4','2','2','1','4','5','3','5','1','3','1','5','2','4',,,,,'1','1','4','4','2',,,,,'1','2','1','2','1','7','5','3','4','4','6','4','6','3','3','4','5'
'45','23-04-2018 11:06:33','en',,'23-04-2018 11:06:33','23-04-2018 10:59:53',,'F','186','YR1','EXP','SZ1',,'5','5','5','5','3','1','0','0','0','0','0','0','0','0','0','0','5','5','5','5',,,,,,'0','0','0','0','0','0','0','0',,'0','1','1','1','0','0','0',,'3',,'1','1','0','0',,'4','4','4','4','4','4','4','4','4','2','5','2','2','5','5','5','5',,,,,'4','5','4','4','5',,,,,'2','2','2','2','2','7','5','4','4','4','6','4','6','4','4','5','5'
'46','23-04-2018 11:06:33','en',,'23-04-2018 11:06:33','23-04-2018 11:00:00',,'M','186','YR1','EXP','SZ1',,'4','4','3','5','3','0','0','0','0','1','0','0','0','0','0','0','4','2','3','4',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','1','1','0','0',,'2',,'0','1','0','0',,'2','5','5','5','5','5','5','5','5','4','3','4','5','3','4','2','2',,,,,'2','3','4','5','2',,,,,'1','7','2','2','1','4','4','6','3','4','6','5','6','4','5','5','4'
'47',,'en',,'23-04-2018 11:02:19','23-04-2018 11:00:10',,'M','186','YR1','EXP','SZ1',,'5','5','5','3','3','1','1','0','0','0','0','0','0','0','0','0','5','4','3','4',,,,,,'0','0','0','0','0','0','0','0',,'0','1','0','0','0','0','0',,'4',,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'48',,'en',,'23-04-2018 11:01:19','23-04-2018 11:00:27',,'M','186','YR3','EXP','SZ4',,'5','5','5','3','3','0','0','0','0','0','0','0','0','0','0','0',,,,,,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'49','23-04-2018 11:07:09','en',,'23-04-2018 11:07:09','23-04-2018 11:00:35',,'M','188','YR5','EXP','SZ5',,'1','1','1','1','1','1','0','0','0','0','0','0','0','0','0','0','1','1','1','1',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','1','0',,'1',,'0','0','0','1','I put much effort into my research so why should I let someone that does nothing have access to my work?','5','1','5','1','1','2','1','5','5','5','5','5','5','1','5','1','1',,,,,'1','1','1','1','1',,,,,'7','7','7','3','5','7','6','6','3','3','6','3','1','4','3','3','3'
'50',,'en',,'23-04-2018 11:02:25','23-04-2018 11:00:35',,'M','169','YR1','EXP','SZ1',,'5','3','5','5','4','1','0','0','0','0','0','0','0','0','0','0','4','5','4','3',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','1','0','0','0',,'3',,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'52','23-04-2018 11:04:57','en',,'23-04-2018 11:04:57','23-04-2018 11:00:47',,'M','66','YR2','EXP','SZ1',,'5','3','5','5','2','1','1','1','1','0','0','0','0','0','0','0','5','5','5','1',,,,,,'0','0','0','0','0','0','0','0',,'0','0','1','1','1','0','0',,'3',,'1','1','0','0',,'5','5','4','4','4','4','4','3','5','4','5','4','4','3','4','4','5',,,,,'5','5','2','2','2',,,,,'1','1','2','1','1','1','5','4','4','4','6','4','5','5','5','5','3'
'53','23-04-2018 11:16:05','en',,'23-04-2018 11:16:05','23-04-2018 11:00:49','https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en','F','46','YR2','EXP','SZ1',,'5','4','5','5','3','1','1','1','0','0','0','0','0','0','0','0','4','5','5','3',,,,,,'0','0','0','0','0','0','0','0',,'0','1','0','0','0','0','0',,'2',,'1','1','0','0',,'3','5','1','4','4','4','5','4','4','4','5','2','2','4','5','3','4',,,,,'4','4','5','5','5',,,,,'1','4','2','4','1','5','5','4','3','3','6','4','5','4','5','4','4'
'54','23-04-2018 11:11:39','en',,'23-04-2018 11:11:39','23-04-2018 11:00:50',,'M','66','YR1','EXP','SZ1',,'5','4','4','1','1','1','0','0','0','0','0','0','0','0','0','0','4','4','1','5',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','1','0','0',,'3',,'1','1','0','0',,'2','4','1','5','2','4','5','4','5','2','5','2','2','2','4','4','4',,,,,'2','2','2','4','3',,,,,'2','3','1','1','1','7','5','3','4','4','6','5','6','5','5','5','4'
'55','23-04-2018 11:08:41','en',,'23-04-2018 11:08:41','23-04-2018 11:00:53',,'M','62','YR2','EXP','SZ1',,'5','4','4','2','2','1','1','0','0','0','0','0','0','0','0','0','4','4','4','2',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','1','0','1','Code should be shared immediately and always, with care taken not to leak results. Data can wait until the collaborators have had a chance to exploit it first.','2',,'1','1','0','0',,'2','4','3','4','4','2','4','5','4','4','5','2','2','1','5','1','3',,,,,'2','5','2','2','5',,,,,'1','2','2','2','1','7','5','4','4','3','2','4','3','4','5','5','4'
'56',,'en',,'23-04-2018 11:02:34','23-04-2018 11:01:01',,'M','186','YR2','EXP','SZ1',,'5','5','5','4','5','1','0','0','0','0','0','0','0','0','0','0','5','5','5','3',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'57',,'en',,'23-04-2018 11:01:52','23-04-2018 11:01:15',,'M','62','YR4','EXP','SZ2',,,,,,,'0','0','0','0','0','0','0','0','0','0','0',,,,,,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0',,,,'0','0','0','0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'58','23-04-2018 12:52:26','en',,'23-04-2018 12:52:26','23-04-2018 11:01:17',,'M','158','YR3','TH',,,'5','5','5','5','2','0','0','0','0','0','1','0','0','0','0','0',,,,,'5','5','5','5','1','0','1','1','1','1','1','0','0',,'0','0','0','0','0','0','0',,'4',,'1','1','0','0',,'5','5','2','4','4','4','4','2','3','1','5','4','1',,,,,'3','5','2','3',,,,,,'2','3','4',,'4','7','3','3','3','7','5','6','5','4','6','5','6','5','5','5','5'
'59','23-04-2018 11:19:18','en',,'23-04-2018 11:19:18','23-04-2018 11:01:31',,'M','169','YR3','EXP','SZ1',,'4','2','5','4','4','1','0','0','0','0','0','0','0','0','0','0','2','5','2','1',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','0','1','0','0',,'2',,'0','0','1','0',,'5','1','1','4','4','5','4','1','3','3','4','5','3','1','5','1','2',,,,,'1','1','3','3','1',,,,,'2','4','3','3','1','7','5','3','3','3','6','5','6','4','4','4','4'
'60','23-04-2018 11:08:32','en',,'23-04-2018 11:08:32','23-04-2018 11:01:41',,'M','137','YR1','EXP','SZ1',,'5','5','5','3','3','0','0','0','0','1','0','0','0','0','0','0','5','5','5','5',,,,,,'0','0','0','0','0','0','0','0',,'0','0','1','0','0','0','0',,'2',,'1','1','0','0',,'3','4','4','2','4','5','5','4','3','4','5','2','3','2','2','2','4',,,,,'5','4','5','4','5',,,,,'1','1','1','3','1','2','5','5','2','4','6','4','5','5','5','5','4'
'61','23-04-2018 11:07:53','en',,'23-04-2018 11:07:53','23-04-2018 11:01:44',,'M','62','YR5','EXP','SZ1',,'5','5','5','5','5','1','0','0','0','0','0','0','0','0','0','0','5','5','3','5',,,,,,'0','0','0','0','0','0','0','0',,'0','0','0','1','1','0','0',,'2',,'0','0','1','0',,'4','4','4','4','4','4','4','4','3','3','4','3','4','2','4','1','1',,,,,'5','5','5','4','5',,,,,'3','6','5','2','1','7','2','2','3','4','3','1','3','4','3','5','4'
