recid,career span,,,,,,
1259962,7,,,,,,
1006680,7,,,,,,
1269095,7,,,,,,
1260122,7,,,,,,
1400715,7,,,,,,
1269820,7,,,,,,
1269843,7,,,,,,
1269870,7,,,,,,
1269889,7,,,,,,
1269912,7,,,,,,
1019939,7,,,,,,
1269960,7,,,,,,
1085478,7,,,,,,
1270047,7,,,,,,
1270093,7,,,,,,
1270117,7,,,,,,
1270201,7,,,,,,
1270290,7,,,,,,
1270376,7,,,,,,
1270378,7,,,,,,
1270386,7,,,,,,
1401485,7,,,,,,
1270463,7,,,,,,
1008386,7,,,,,,
1008866,7,,,,,,
1008895,7,,,,,,
1402243,7,,,,,,
1271217,7,,,,,,
1271345,7,,,,,,
1271571,7,,,,,,
1271822,7,,,,,,
1272028,7,,,,,,
1272132,7,,,,,,
1272159,7,,,,,,
1272182,7,,,,,,
1272234,7,,,,,,
1403327,7,,,,,,
1272278,7,,,,,,
1272352,7,,,,,,
1403472,7,,,,,,
1272401,7,,,,,,
1272403,7,,,,,,
1272415,7,,,,,,
1272417,7,,,,,,
1272430,7,,,,,,
1272501,7,,,,,,
1272569,7,,,,,,
1272571,7,,,,,,
1272580,7,,,,,,
1272582,7,,,,,,
1403747,7,,,,,,
1653910,7,,,,,,
1403945,7,,,,,,
1260087,7,,,,,,
1273055,7,,,,,,
1273305,7,,,,,,
1273334,7,,,,,,
1273364,7,,,,,,
1273376,7,,,,,,
1273382,7,,,,,,
1273414,7,,,,,,
1404799,7,,,,,,
1273753,7,,,,,,
1273790,7,,,,,,
1273848,7,,,,,,
1273887,7,,,,,,
1273906,7,,,,,,
1273978,7,,,,,,
1273993,7,,,,,,
1274003,7,,,,,,
1274023,7,,,,,,
1274030,7,,,,,,
1274039,7,,,,,,
1011988,7,,,,,,
1274133,7,,,,,,
1274168,7,,,,,,
1274204,7,,,,,,
1274223,7,,,,,,
1274256,7,,,,,,
1274352,7,,,,,,
1274369,7,,,,,,
1274392,7,,,,,,
1274418,7,,,,,,
1274511,7,,,,,,
1274531,7,,,,,,
1274568,7,,,,,,
1274569,7,,,,,,
1274606,7,,,,,,
1274623,7,,,,,,
1274635,7,,,,,,
1274750,7,,,,,,
1405839,7,,,,,,
1274787,7,,,,,,
1274855,7,,,,,,
1274874,7,,,,,,
1012776,7,,,,,,
1275011,7,,,,,,
1275076,7,,,,,,
1275113,7,,,,,,
1275190,7,,,,,,
1275205,7,,,,,,
1275209,7,,,,,,
1275219,7,,,,,,
1275278,7,,,,,,
1406451,7,,,,,,
1406462,7,,,,,,
1275413,7,,,,,,
1275428,7,,,,,,
1275462,7,,,,,,
1275524,7,,,,,,
1275528,7,,,,,,
1275755,7,,,,,,
1276371,7,,,,,,
1014521,7,,,,,,
1015353,7,,,,,,
1277695,7,,,,,,
1277753,7,,,,,,
1277779,7,,,,,,
1015639,7,,,,,,
1277811,7,,,,,,
1277835,7,,,,,,
1277843,7,,,,,,
1408984,7,,,,,,
1278013,7,,,,,,
1279233,7,,,,,,
1279234,7,,,,,,
1279237,7,,,,,,
1279241,7,,,,,,
1279251,7,,,,,,
1279272,7,,,,,,
1279292,7,,,,,,
1279355,7,,,,,,
1279357,7,,,,,,
1279358,7,,,,,,
1410539,7,,,,,,
1410709,7,,,,,,
1410716,7,,,,,,
1410724,7,,,,,,
1017699,7,,,,,,
1017723,7,,,,,,
1280392,7,,,,,,
1280398,7,,,,,,
1280404,7,,,,,,
1280434,7,,,,,,
1280464,7,,,,,,
1280465,7,,,,,,
1280610,7,,,,,,
1280655,7,,,,,,
1065413,7,,,,,,
1280867,7,,,,,,
1260361,7,,,,,,
1065592,7,,,,,,
1019839,7,,,,,,
1282078,7,,,,,,
1020017,7,,,,,,
1065683,7,,,,,,
1020298,7,,,,,,
1065827,7,,,,,,
1000323,7,,,,,,
1283499,7,,,,,,
1021364,7,,,,,,
1283511,7,,,,,,
1283538,7,,,,,,
1283546,7,,,,,,
1065897,7,,,,,,
1259207,7,,,,,,
1067344,7,,,,,,
1414884,7,,,,,,
1283964,7,,,,,,
1283966,7,,,,,,
1283978,7,,,,,,
1284105,7,,,,,,
1284114,7,,,,,,
1284241,7,,,,,,
1284289,7,,,,,,
1284329,7,,,,,,
1393704,7,,,,,,
1284350,7,,,,,,
1284362,7,,,,,,
1284364,7,,,,,,
1284366,7,,,,,,
1284372,7,,,,,,
1284374,7,,,,,,
1284382,7,,,,,,
1284389,7,,,,,,
1284390,7,,,,,,
1284392,7,,,,,,
1284393,7,,,,,,
1284395,7,,,,,,
1284396,7,,,,,,
1284398,7,,,,,,
1284401,7,,,,,,
1284406,7,,,,,,
1284407,7,,,,,,
1284411,7,,,,,,
1284415,7,,,,,,
1284435,7,,,,,,
1284439,7,,,,,,
1284444,7,,,,,,
1284466,7,,,,,,
1284555,7,,,,,,
1284705,7,,,,,,
1284712,7,,,,,,
1066091,7,,,,,,
1284763,7,,,,,,
1284771,7,,,,,,
1284828,7,,,,,,
1284859,7,,,,,,
1284869,7,,,,,,
1284892,7,,,,,,
1066127,7,,,,,,
1023123,7,,,,,,
1416402,7,,,,,,
1023332,7,,,,,,
1285573,7,,,,,,
1023654,7,,,,,,
1023931,7,,,,,,
1284785,7,,,,,,
1260303,7,,,,,,
1066429,7,,,,,,
1287210,7,,,,,,
1287219,7,,,,,,
1120905,7,,,,,,
1072899,7,,,,,,
1066554,7,,,,,,
1377283,7,,,,,,
1288226,7,,,,,,
1288249,7,,,,,,
1288256,7,,,,,,
1026496,7,,,,,,
1219719,7,,,,,,
1066869,7,,,,,,
1420484,7,,,,,,
1421106,7,,,,,,
1291175,7,,,,,,
1291176,7,,,,,,
1291178,7,,,,,,
1422848,7,,,,,,
1198352,7,,,,,,
1291896,7,,,,,,
1591594,7,,,,,,
1198402,7,,,,,,
1030058,7,,,,,,
1030139,7,,,,,,
1203353,7,,,,,,
1423553,7,,,,,,
1423718,7,,,,,,
1423755,7,,,,,,
1423762,7,,,,,,
1423801,7,,,,,,
1329570,7,,,,,,
1208377,7,,,,,,
1423970,7,,,,,,
1424057,7,,,,,,
1424114,7,,,,,,
1293659,7,,,,,,
1031524,7,,,,,,
1294075,7,,,,,,
1032204,7,,,,,,
1032210,7,,,,,,
1032216,7,,,,,,
1410704,7,,,,,,
1294718,7,,,,,,
1294721,7,,,,,,
1294723,7,,,,,,
1032774,7,,,,,,
1032867,7,,,,,,
1351867,7,,,,,,
1383050,7,,,,,,
1067937,7,,,,,,
1356885,7,,,,,,
1395745,7,,,,,,
1414874,7,,,,,,
1068105,7,,,,,,
1035942,7,,,,,,
1068393,7,,,,,,
1298914,7,,,,,,
1299104,7,,,,,,
1037384,7,,,,,,
1037851,7,,,,,,
1287129,7,,,,,,
1038340,7,,,,,,
1287212,7,,,,,,
1038788,7,,,,,,
1287251,7,,,,,,
1487977,7,,,,,,
1301159,7,,,,,,
1039833,7,,,,,,
1302294,7,,,,,,
1302303,7,,,,,,
1518577,7,,,,,,
1041026,7,,,,,,
1117068,7,,,,,,
1041642,7,,,,,,
1073448,7,,,,,,
1069325,7,,,,,,
1042572,7,,,,,,
1305224,7,,,,,,
1043666,7,,,,,,
1267093,7,,,,,,
1306567,7,,,,,,
1256854,7,,,,,,
1397474,7,,,,,,
1307201,7,,,,,,
1045125,7,,,,,,
1045668,7,,,,,,
1046441,7,,,,,,
1308687,7,,,,,,
1075059,7,,,,,,
1046868,7,,,,,,
1263946,7,,,,,,
1270414,7,,,,,,
1078001,7,,,,,,
1269927,7,,,,,,
1047730,7,,,,,,
1310325,7,,,,,,
1048262,7,,,,,,
1048303,7,,,,,,
1274435,7,,,,,,
1048612,8,,,,,,
1048692,8,,,,,,
1048768,8,,,,,,
1048870,8,,,,,,
1048900,8,,,,,,
1049083,8,,,,,,
1049130,8,,,,,,
1049520,8,,,,,,
1049538,8,,,,,,
1049895,8,,,,,,
1050181,8,,,,,,
1050198,8,,,,,,
1050228,8,,,,,,
1050240,8,,,,,,
1050301,8,,,,,,
1050319,8,,,,,,
1050388,8,,,,,,
1050412,8,,,,,,
1050583,8,,,,,,
1050634,8,,,,,,
1050668,8,,,,,,
1050680,8,,,,,,
1050694,8,,,,,,
1050704,8,,,,,,
1050713,8,,,,,,
1050719,8,,,,,,
1050720,8,,,,,,
1050725,8,,,,,,
1050745,8,,,,,,
1050805,8,,,,,,
1050872,8,,,,,,
1050922,8,,,,,,
1050928,8,,,,,,
1050974,8,,,,,,
1051101,8,,,,,,
1051118,8,,,,,,
1051308,8,,,,,,
1051431,8,,,,,,
1051587,8,,,,,,
1051594,8,,,,,,
1051720,8,,,,,,
1051781,8,,,,,,
1051804,8,,,,,,
1052185,8,,,,,,
1052214,8,,,,,,
1052546,8,,,,,,
1052761,8,,,,,,
1053008,8,,,,,,
1053222,8,,,,,,
1053241,8,,,,,,
1315386,8,,,,,,
1053287,8,,,,,,
1053382,8,,,,,,
1053501,8,,,,,,
1053773,8,,,,,,
1053867,8,,,,,,
1053889,8,,,,,,
1184994,8,,,,,,
1054038,8,,,,,,
1054059,8,,,,,,
1054063,8,,,,,,
1054121,8,,,,,,
1316275,8,,,,,,
1316278,8,,,,,,
1185456,8,,,,,,
1054452,8,,,,,,
1054474,8,,,,,,
1054495,8,,,,,,
1054515,8,,,,,,
1054553,8,,,,,,
1054559,8,,,,,,
1054588,8,,,,,,
1054591,8,,,,,,
1054602,8,,,,,,
1054604,8,,,,,,
1054663,8,,,,,,
1054701,8,,,,,,
1054735,8,,,,,,
1054741,8,,,,,,
1054752,8,,,,,,
1054778,8,,,,,,
1054796,8,,,,,,
1054798,8,,,,,,
1054800,8,,,,,,
1054824,8,,,,,,
1054833,8,,,,,,
1054841,8,,,,,,
1054867,8,,,,,,
1054879,8,,,,,,
1054902,8,,,,,,
1054920,8,,,,,,
1054927,8,,,,,,
1054948,8,,,,,,
1054953,8,,,,,,
1054964,8,,,,,,
1054985,8,,,,,,
1055012,8,,,,,,
1055013,8,,,,,,
1055019,8,,,,,,
1448244,8,,,,,,
1055056,8,,,,,,
1055111,8,,,,,,
1055116,8,,,,,,
1055134,8,,,,,,
1055173,8,,,,,,
1055323,8,,,,,,
1055339,8,,,,,,
1055527,8,,,,,,
1055656,8,,,,,,
1055899,8,,,,,,
1055973,8,,,,,,
1055988,8,,,,,,
1056054,8,,,,,,
1056089,8,,,,,,
1056185,8,,,,,,
1056186,8,,,,,,
1056193,8,,,,,,
1318424,8,,,,,,
1056339,8,,,,,,
1056353,8,,,,,,
1056422,8,,,,,,
1318592,8,,,,,,
1056456,8,,,,,,
1056496,8,,,,,,
1056554,8,,,,,,
1056567,8,,,,,,
1318748,8,,,,,,
1056660,8,,,,,,
1486834,8,,,,,,
1319084,8,,,,,,
1056979,8,,,,,,
1057000,8,,,,,,
1057018,8,,,,,,
1057165,8,,,,,,
1057180,8,,,,,,
1057245,8,,,,,,
1057272,8,,,,,,
1057308,8,,,,,,
1319589,8,,,,,,
1057474,8,,,,,,
1057498,8,,,,,,
1057529,8,,,,,,
1057533,8,,,,,,
1057534,8,,,,,,
1057538,8,,,,,,
1057546,8,,,,,,
1188731,8,,,,,,
1057795,8,,,,,,
1057934,8,,,,,,
1057957,8,,,,,,
1057968,8,,,,,,
1057978,8,,,,,,
1057984,8,,,,,,
1058047,8,,,,,,
1058050,8,,,,,,
1058073,8,,,,,,
1189234,8,,,,,,
1058267,8,,,,,,
1058270,8,,,,,,
1189479,8,,,,,,
1058421,8,,,,,,
1058622,8,,,,,,
1058672,8,,,,,,
1058715,8,,,,,,
1189874,8,,,,,,
1058807,8,,,,,,
1058854,8,,,,,,
1058868,8,,,,,,
1059065,8,,,,,,
1059096,8,,,,,,
1059115,8,,,,,,
1059118,8,,,,,,
1059125,8,,,,,,
1059163,8,,,,,,
1059291,8,,,,,,
1059300,8,,,,,,
1059304,8,,,,,,
1059323,8,,,,,,
1059329,8,,,,,,
1059343,8,,,,,,
1059355,8,,,,,,
1059378,8,,,,,,
1059399,8,,,,,,
1059405,8,,,,,,
1059418,8,,,,,,
1059455,8,,,,,,
1059459,8,,,,,,
984912,8,,,,,,
1059840,8,,,,,,
1059966,8,,,,,,
1060008,8,,,,,,
1060033,8,,,,,,
1060054,8,,,,,,
1060116,8,,,,,,
1060192,8,,,,,,
1060214,8,,,,,,
1060240,8,,,,,,
1191502,8,,,,,,
1191504,8,,,,,,
1191532,8,,,,,,
1191622,8,,,,,,
1060568,8,,,,,,
1060569,8,,,,,,
1060609,8,,,,,,
1060610,8,,,,,,
1060617,8,,,,,,
1060672,8,,,,,,
1060683,8,,,,,,
1060699,8,,,,,,
1191779,8,,,,,,
1060715,8,,,,,,
1060726,8,,,,,,
1060757,8,,,,,,
1060771,8,,,,,,
1060795,8,,,,,,
1060808,8,,,,,,
1060837,8,,,,,,
1060905,8,,,,,,
1060919,8,,,,,,
1060941,8,,,,,,
1060969,8,,,,,,
1060981,8,,,,,,
1060984,8,,,,,,
1061017,8,,,,,,
1061044,8,,,,,,
1061059,8,,,,,,
1061092,8,,,,,,
1061127,8,,,,,,
1061132,8,,,,,,
1061141,8,,,,,,
1061153,8,,,,,,
1061171,8,,,,,,
1061173,8,,,,,,
1061236,8,,,,,,
1061260,8,,,,,,
1061262,8,,,,,,
1061265,8,,,,,,
1061275,8,,,,,,
1061298,8,,,,,,
1061340,8,,,,,,
1061361,8,,,,,,
1061410,8,,,,,,
1061452,8,,,,,,
1061473,8,,,,,,
1061486,8,,,,,,
1061493,8,,,,,,
1061495,8,,,,,,
1061508,8,,,,,,
1061540,8,,,,,,
1061620,8,,,,,,
1061627,8,,,,,,
1061630,8,,,,,,
1061755,8,,,,,,
1061856,8,,,,,,
1061868,8,,,,,,
1061889,8,,,,,,
1061931,8,,,,,,
1062079,8,,,,,,
1062082,8,,,,,,
1062101,8,,,,,,
1062234,8,,,,,,
1062243,8,,,,,,
1062264,8,,,,,,
1062281,8,,,,,,
1062328,8,,,,,,
1062333,8,,,,,,
1062441,8,,,,,,
1062449,8,,,,,,
1062481,8,,,,,,
1062511,8,,,,,,
1062534,8,,,,,,
1062544,8,,,,,,
1062585,8,,,,,,
1062589,8,,,,,,
1062593,8,,,,,,
1062605,8,,,,,,
1062612,8,,,,,,
1062615,8,,,,,,
1062627,8,,,,,,
1062646,8,,,,,,
1062725,8,,,,,,
1062771,8,,,,,,
1062820,8,,,,,,
1062840,8,,,,,,
1062889,8,,,,,,
1062898,8,,,,,,
1063043,8,,,,,,
1063044,8,,,,,,
1063056,8,,,,,,
1063060,8,,,,,,
1063064,8,,,,,,
1063084,8,,,,,,
1063101,8,,,,,,
1063138,8,,,,,,
1063225,8,,,,,,
1063229,8,,,,,,
1063240,8,,,,,,
1063264,8,,,,,,
1063283,8,,,,,,
1063296,8,,,,,,
1063310,8,,,,,,
1063365,8,,,,,,
1063430,8,,,,,,
1325602,8,,,,,,
1063511,8,,,,,,
1051071,8,,,,,,
1063549,8,,,,,,
1063617,8,,,,,,
1063618,8,,,,,,
1063643,8,,,,,,
1063700,8,,,,,,
1063717,8,,,,,,
1063725,8,,,,,,
1063747,8,,,,,,
1063777,8,,,,,,
1063827,8,,,,,,
1063892,8,,,,,,
1063927,8,,,,,,
1063929,8,,,,,,
1063939,8,,,,,,
1063943,8,,,,,,
1326094,8,,,,,,
1063970,8,,,,,,
1063978,8,,,,,,
1063996,8,,,,,,
1064009,8,,,,,,
1064041,8,,,,,,
1064049,8,,,,,,
1064055,8,,,,,,
1064083,8,,,,,,
1064085,8,,,,,,
1064107,8,,,,,,
1064131,8,,,,,,
1064173,8,,,,,,
1064193,8,,,,,,
1064212,8,,,,,,
1064228,8,,,,,,
1064234,8,,,,,,
1064244,8,,,,,,
1064318,8,,,,,,
1064327,8,,,,,,
1064374,8,,,,,,
1064402,8,,,,,,
1064404,8,,,,,,
1064407,8,,,,,,
1064421,8,,,,,,
1064468,8,,,,,,
1064493,8,,,,,,
1064514,8,,,,,,
1064521,8,,,,,,
1064556,8,,,,,,
1064623,8,,,,,,
1064641,8,,,,,,
1064649,8,,,,,,
1064666,8,,,,,,
1064715,8,,,,,,
1064726,8,,,,,,
1064751,8,,,,,,
1064760,8,,,,,,
1064765,8,,,,,,
1064766,8,,,,,,
1064777,8,,,,,,
1064784,8,,,,,,
1064787,8,,,,,,
1064788,8,,,,,,
1064803,8,,,,,,
1064817,8,,,,,,
1064820,8,,,,,,
1064826,8,,,,,,
1064835,8,,,,,,
1064840,8,,,,,,
1064864,8,,,,,,
1064870,8,,,,,,
1064881,8,,,,,,
1064891,8,,,,,,
1064912,8,,,,,,
1064916,8,,,,,,
1064925,8,,,,,,
1064936,8,,,,,,
1064944,8,,,,,,
1064947,8,,,,,,
1064952,8,,,,,,
1064974,8,,,,,,
1064978,8,,,,,,
1064987,8,,,,,,
1064990,8,,,,,,
1064993,8,,,,,,
1064996,8,,,,,,
1064997,8,,,,,,
1065009,8,,,,,,
1065012,8,,,,,,
1065014,8,,,,,,
1065015,8,,,,,,
1065028,8,,,,,,
1065029,8,,,,,,
1065031,8,,,,,,
1065033,8,,,,,,
1065035,8,,,,,,
1065039,8,,,,,,
1065058,8,,,,,,
1065059,8,,,,,,
1065074,8,,,,,,
1065082,8,,,,,,
1065098,8,,,,,,
1065106,8,,,,,,
1065108,8,,,,,,
1065116,8,,,,,,
1065117,8,,,,,,
1065118,8,,,,,,
1065148,8,,,,,,
1065151,8,,,,,,
1065156,8,,,,,,
1065159,8,,,,,,
1065161,8,,,,,,
1065206,8,,,,,,
1065217,8,,,,,,
1065226,8,,,,,,
1065244,8,,,,,,
1065254,8,,,,,,
1065258,8,,,,,,
1065266,8,,,,,,
1065287,8,,,,,,
1065294,8,,,,,,
1065323,8,,,,,,
1065324,8,,,,,,
1065331,8,,,,,,
1065332,8,,,,,,
1065333,8,,,,,,
1065342,8,,,,,,
1065349,8,,,,,,
1065354,8,,,,,,
1065362,8,,,,,,
1065368,8,,,,,,
1065376,8,,,,,,
1065382,8,,,,,,
1065384,8,,,,,,
1065385,8,,,,,,
1065392,8,,,,,,
1065396,8,,,,,,
1065399,8,,,,,,
1065401,8,,,,,,
1065402,8,,,,,,
1065441,8,,,,,,
1065476,8,,,,,,
1065477,8,,,,,,
1065516,8,,,,,,
1065519,8,,,,,,
1065523,8,,,,,,
1065527,8,,,,,,
1065529,8,,,,,,
1065533,8,,,,,,
1065540,8,,,,,,
1065541,8,,,,,,
1065543,8,,,,,,
1065546,8,,,,,,
1065551,8,,,,,,
1065554,8,,,,,,
1065559,8,,,,,,
1065561,8,,,,,,
1065570,8,,,,,,
1065572,8,,,,,,
1065576,8,,,,,,
1065581,8,,,,,,
1065586,8,,,,,,
1065600,8,,,,,,
1065610,8,,,,,,
1065705,8,,,,,,
1065731,8,,,,,,
1065771,8,,,,,,
1065779,8,,,,,,
1065804,8,,,,,,
1327985,8,,,,,,
1065842,8,,,,,,
1065857,8,,,,,,
1065887,8,,,,,,
1065963,8,,,,,,
1065965,8,,,,,,
1065970,8,,,,,,
1065976,8,,,,,,
1065987,8,,,,,,
1065988,8,,,,,,
1065989,8,,,,,,
1065994,8,,,,,,
1065999,8,,,,,,
1066005,8,,,,,,
1066023,8,,,,,,
1066029,8,,,,,,
1066032,8,,,,,,
1066036,8,,,,,,
1066051,8,,,,,,
1066053,8,,,,,,
1066068,8,,,,,,
1066069,8,,,,,,
1066075,8,,,,,,
1066092,8,,,,,,
1066114,8,,,,,,
1066138,8,,,,,,
1066140,8,,,,,,
1066141,8,,,,,,
1066143,8,,,,,,
1066148,8,,,,,,
1066157,8,,,,,,
1066170,8,,,,,,
1066181,8,,,,,,
1066190,8,,,,,,
1066194,8,,,,,,
1066275,8,,,,,,
1066277,8,,,,,,
1066284,8,,,,,,
1066333,8,,,,,,
1066337,8,,,,,,
1066372,8,,,,,,
1066383,8,,,,,,
1066390,8,,,,,,
1066405,8,,,,,,
1066418,8,,,,,,
1066420,8,,,,,,
1066451,8,,,,,,
1066466,8,,,,,,
1066490,8,,,,,,
1066501,8,,,,,,
1066558,8,,,,,,
1066568,8,,,,,,
1066574,8,,,,,,
1066586,8,,,,,,
1066591,8,,,,,,
1066598,8,,,,,,
1066615,8,,,,,,
1066660,8,,,,,,
1066663,8,,,,,,
1066666,8,,,,,,
1066678,8,,,,,,
1066685,8,,,,,,
1066754,8,,,,,,
1066767,8,,,,,,
1066786,8,,,,,,
1066824,8,,,,,,
1066827,8,,,,,,
1066850,8,,,,,,
1328997,8,,,,,,
1357461,8,,,,,,
1066891,8,,,,,,
1066895,8,,,,,,
1329059,8,,,,,,
1066923,8,,,,,,
1066981,8,,,,,,
1067008,8,,,,,,
1067021,8,,,,,,
1067031,8,,,,,,
1067087,8,,,,,,
1067095,8,,,,,,
1067108,8,,,,,,
1067122,8,,,,,,
1067124,8,,,,,,
1067140,8,,,,,,
1067153,8,,,,,,
1067156,8,,,,,,
1067167,8,,,,,,
1067192,8,,,,,,
1067223,8,,,,,,
1067246,8,,,,,,
1067255,8,,,,,,
1067278,8,,,,,,
1067283,8,,,,,,
1067287,8,,,,,,
1067306,8,,,,,,
1067322,8,,,,,,
1067347,8,,,,,,
1067349,8,,,,,,
1067358,8,,,,,,
1067362,8,,,,,,
1067374,8,,,,,,
1067376,8,,,,,,
1067383,8,,,,,,
1067390,8,,,,,,
1067391,8,,,,,,
1067392,8,,,,,,
1067397,8,,,,,,
1067420,8,,,,,,
1329572,8,,,,,,
1067433,8,,,,,,
1067434,8,,,,,,
1067443,8,,,,,,
1067445,8,,,,,,
1067447,8,,,,,,
1067449,8,,,,,,
1067519,8,,,,,,
1067629,8,,,,,,
1067638,8,,,,,,
1067644,8,,,,,,
1067651,8,,,,,,
1067700,8,,,,,,
1067706,8,,,,,,
1067751,8,,,,,,
1067766,8,,,,,,
1067810,8,,,,,,
1067819,8,,,,,,
1067835,8,,,,,,
1067906,8,,,,,,
1067926,8,,,,,,
1067955,8,,,,,,
1067959,8,,,,,,
1067963,8,,,,,,
1067966,8,,,,,,
1067982,8,,,,,,
1067988,8,,,,,,
1067990,8,,,,,,
1068020,8,,,,,,
1068051,8,,,,,,
1068109,8,,,,,,
1068122,8,,,,,,
1068143,8,,,,,,
1068177,8,,,,,,
1068204,8,,,,,,
1330360,8,,,,,,
1068217,8,,,,,,
1068218,8,,,,,,
1199309,8,,,,,,
1068259,8,,,,,,
1068289,8,,,,,,
1068300,8,,,,,,
1068321,8,,,,,,
1068408,8,,,,,,
1068439,8,,,,,,
1068445,8,,,,,,
1068479,8,,,,,,
1068495,8,,,,,,
1068509,8,,,,,,
1068511,8,,,,,,
1068513,8,,,,,,
1068564,8,,,,,,
1068574,8,,,,,,
1068582,8,,,,,,
1068609,8,,,,,,
1068629,8,,,,,,
1068648,8,,,,,,
1068667,8,,,,,,
1068679,8,,,,,,
1068685,8,,,,,,
1068694,8,,,,,,
1068728,8,,,,,,
1068745,8,,,,,,
1068764,8,,,,,,
1068828,8,,,,,,
1068864,8,,,,,,
1068865,8,,,,,,
1068893,8,,,,,,
1068902,8,,,,,,
1068904,8,,,,,,
1068918,8,,,,,,
1068919,8,,,,,,
1068922,8,,,,,,
1068923,8,,,,,,
1068925,8,,,,,,
1068940,8,,,,,,
1068961,8,,,,,,
1068987,8,,,,,,
1068990,8,,,,,,
1069003,8,,,,,,
1069045,8,,,,,,
1069064,8,,,,,,
1069066,8,,,,,,
1069090,8,,,,,,
1069104,8,,,,,,
1069109,8,,,,,,
1069127,8,,,,,,
1069143,8,,,,,,
1069147,8,,,,,,
1069159,8,,,,,,
1069167,8,,,,,,
1069198,8,,,,,,
1069229,8,,,,,,
1069234,8,,,,,,
1069255,8,,,,,,
1069270,8,,,,,,
1069301,8,,,,,,
1069304,8,,,,,,
1069314,8,,,,,,
1069317,8,,,,,,
1069321,8,,,,,,
1069326,8,,,,,,
1069332,8,,,,,,
1069343,8,,,,,,
1069350,8,,,,,,
1069362,8,,,,,,
1069378,8,,,,,,
1069395,8,,,,,,
1069410,8,,,,,,
1069428,8,,,,,,
1069450,8,,,,,,
1069451,8,,,,,,
1069456,8,,,,,,
1069468,8,,,,,,
1069471,8,,,,,,
1069496,8,,,,,,
1069568,8,,,,,,
1069629,8,,,,,,
1069630,8,,,,,,
1069636,8,,,,,,
1069640,8,,,,,,
1069666,8,,,,,,
1069671,8,,,,,,
1069688,8,,,,,,
1069698,8,,,,,,
1069705,8,,,,,,
1069708,8,,,,,,
1069738,8,,,,,,
1069753,8,,,,,,
1069754,8,,,,,,
1069757,8,,,,,,
1069780,8,,,,,,
1069787,8,,,,,,
1069791,8,,,,,,
1069793,8,,,,,,
1069795,8,,,,,,
1069846,8,,,,,,
1069860,8,,,,,,
1069861,8,,,,,,
1069885,8,,,,,,
1069963,8,,,,,,
1069970,8,,,,,,
1069993,8,,,,,,
1070018,8,,,,,,
1070048,8,,,,,,
1070056,8,,,,,,
1070062,8,,,,,,
1070078,8,,,,,,
1070089,8,,,,,,
1070092,8,,,,,,
1070108,8,,,,,,
1070118,8,,,,,,
1070133,8,,,,,,
1070142,8,,,,,,
1070235,8,,,,,,
1070364,8,,,,,,
1070437,8,,,,,,
1070439,8,,,,,,
1070444,8,,,,,,
1070447,8,,,,,,
1070449,8,,,,,,
1070451,8,,,,,,
1070454,8,,,,,,
1070459,8,,,,,,
1070473,8,,,,,,
1070489,8,,,,,,
1070507,8,,,,,,
1070511,8,,,,,,
1070540,8,,,,,,
1594834,8,,,,,,
1070585,8,,,,,,
1070594,8,,,,,,
1070615,8,,,,,,
1070616,8,,,,,,
1070636,8,,,,,,
1070645,8,,,,,,
1070657,8,,,,,,
1070662,8,,,,,,
1070684,8,,,,,,
1070686,8,,,,,,
1070699,8,,,,,,
1070706,8,,,,,,
1070722,8,,,,,,
1070743,8,,,,,,
1070746,8,,,,,,
1070755,8,,,,,,
1070769,8,,,,,,
1070776,8,,,,,,
1070777,8,,,,,,
1070786,8,,,,,,
1070787,8,,,,,,
1070795,8,,,,,,
1070796,8,,,,,,
1070798,8,,,,,,
1070807,8,,,,,,
1070811,8,,,,,,
1070838,8,,,,,,
1070850,8,,,,,,
1070851,8,,,,,,
1070853,8,,,,,,
1070856,8,,,,,,
1070872,8,,,,,,
1070876,8,,,,,,
1070901,8,,,,,,
1070923,8,,,,,,
1070925,8,,,,,,
1070932,8,,,,,,
1070935,8,,,,,,
1070960,8,,,,,,
1071057,8,,,,,,
1071074,8,,,,,,
1071092,8,,,,,,
1071094,8,,,,,,
1071118,8,,,,,,
1071152,8,,,,,,
1071158,8,,,,,,
1071188,8,,,,,,
1071212,8,,,,,,
1071256,8,,,,,,
1071312,8,,,,,,
1071313,8,,,,,,
1071345,8,,,,,,
1071374,8,,,,,,
1071404,8,,,,,,
1071436,8,,,,,,
1071442,8,,,,,,
1071541,8,,,,,,
1071563,8,,,,,,
1071571,8,,,,,,
1071576,8,,,,,,
1071614,8,,,,,,
1071618,8,,,,,,
1202718,8,,,,,,
1202719,8,,,,,,
1202725,8,,,,,,
1202726,8,,,,,,
1071658,8,,,,,,
1071672,8,,,,,,
1071677,8,,,,,,
1071688,8,,,,,,
1071743,8,,,,,,
1071746,8,,,,,,
1071796,8,,,,,,
1071809,8,,,,,,
1071810,8,,,,,,
1071815,8,,,,,,
1071818,8,,,,,,
1071826,8,,,,,,
1071833,8,,,,,,
1071838,8,,,,,,
1071841,8,,,,,,
1071843,8,,,,,,
1071846,8,,,,,,
1071859,8,,,,,,
1071861,8,,,,,,
1071863,8,,,,,,
1071864,8,,,,,,
1071866,8,,,,,,
1071867,8,,,,,,
1071880,8,,,,,,
1071882,8,,,,,,
1071886,8,,,,,,
1071887,8,,,,,,
1071900,8,,,,,,
1071908,8,,,,,,
1071938,8,,,,,,
1071942,8,,,,,,
